folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Monitoring/Actigraphy,sawa55,Standard deviation of daily total sleep duration in main sleep across all days from actigraphy,Sleep duration (i.e. total sleep time) is the interval between sleep onset and sleep offset time while asleep.,numeric,minutes,,StdDurSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa56,Average daily sleep onset latency across all days from actigraphy,"This variable is similar to sawa19; however, sawa19 is generated by Actiware software before data optimization.",numeric,minutes,,AvgLatSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa57,Average daily duration of wake after sleep onset (WASO) across all days from actigraphy,"This variable is similar to sawa22; however, sawa22 is generated by Actiware software before data optimization.  ",numeric,minutes,,AvgDurWs_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa58,Average daily duration of wake after sleep offset (snooze time) across all days from actigraphy,"This variable is similar to sawa20; however, sawa20 is generated by Actiware software before data optimization.",minutes,numeric,,AvgDurSz_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa59,Average daily duration of wake in bed across all days from actigraphy,"This variable is similar to sawa46; however, sawa46 is generated by Actiware software before data optimization.   ",numeric,minutes,,AvgDurWk_im_w7_f2,,,
Sleep Monitoring/Actigraphy/Administrative,sawa6,Actiwatch Unit ID,,numeric,,,,,,
Sleep Monitoring/Actigraphy,sawa60,Average daily sleep efficiency across all days from actigraphy,"This variable is similar to sawa21; however, sawa21 is generated automatically by Actiware before data optimization.  ",numeric,percent,,AvgEffSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa61,Standard deviation of the daily sleep maintenance efficiency across all days from actigraphy,,numeric,percent,,StdEffSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa62,Average daily sleep maintenance efficiency in main sleep over all days from actigraphy,"This variable is similar to the calculated variable sawa24; however, sawa24 is generated automatically by Actiware before data optimization.  ",numeric,percent,,AvgMefSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa63,Standard deviation of daily sleep maintenance efficiency in main sleep over all days from actigraphy,"This variable is similar to variable sawa30; however, sawa30 is generated automatically by Actiware before data optimization.  ",numeric,percent,,StdMefSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa64,Average daily total sleep fragmentation index in main sleep across all days from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e. total time in bed). The total sleep fragmentation index is the sum of FI and MI. (ActiGraph validation reference)[https://actigraphcorp.force.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference]<br><br>This variable is similar to variable sawa26; however, sawa26 is generated by Actiware software before data optimization.   ",numeric,percent,,AvgIndFg_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa65,Average number of sleep bouts (continuous periods of sleep) between sleep onset and sleep offset in main sleep over all days from actigraphy,"sleep bouts are continuous blocks, one or more epochs in duration, with each epoch of each block scored as ""sleep"", between the start time and the end time of the given interval.<br><br>This variable is similar to variable sawa25; however, sawa25 is generated by Actiware software before data optimization.",numeric,bouts,,AvgNumSb_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa66,Average number of wake bouts (continuous periods of wake) between sleep onset and sleep offset in main sleep over all days from actigraphy,"Wake bouts is also referred to as ""nocturnal awakenings"". There are always comparable number of wake bouts to sleep bouts.<br><br>This variable is similar to variable sawa23; however, sawa23 is generated by Actiware software before data optimization. ",numeric,bouts,,AvgNumWb_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa67,Total number of days with naps in 24 hours (including main rest intervals and naps) over all days from actigraphy,,numeric,days,,TtlDayNp_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa68,Total number of days with naps of any sleep recorded in 24 hours (including main rest intervals and naps) over all days from actigraphy,,numeric,days,,TtlDayNp_ib_w7_npgt0_f2,,,
Sleep Monitoring/Actigraphy,sawa69,Total number of days with naps of at least 15 minutes in length in 24 hours (including main rest intervals and naps) over all days from actigraphy,,numeric,days,,TtlDayNp_ib_w7_npge15_f2,,,
Sleep Monitoring/Actigraphy,sawa70,Average number of naps per day over all days from actigraphy,,numeric,naps per day,,PdyNumNp_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa71,Average number of naps of any sleep recorded over all days from actigraphy,,numeric,naps per day,,AvgNumNp_in_w7_npgt0_f2,,,
Sleep Monitoring/Actigraphy,sawa72,Average number of naps of at least 15 minutes in length over all days from actigraphy,,numeric,naps per day,,AvgNumNp_in_w7_npge15_f2,,,
Sleep Monitoring/Actigraphy,sawa73,Average sleep duration per nap across all days from actigraphy,,numeric,minutes,,PnpDurSp_in_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa74,Average sleep duration per nap of any sleep recorded over all days from actigraphy,,numeric,minutes,,PnpDurSp_in_w7_npgt0_f2,,,
Sleep Monitoring/Actigraphy,sawa75,Average sleep duration per nap of at least 15 minutes in length over all days from actigraphy,,numeric,minutes,,PnpDurSp_in_w7_npge15_f2,,,
Sleep Monitoring/Actigraphy,sawa76,Average daily sleep duration in naps over all days from actigraphy,Sleep duration (i.e. total sleep time) is the interval between sleep onset and sleep offset time while asleep.,numeric,minutes per day,,PdyDurSp_in_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa77,Average daily sleep duration in naps of at least 15 minutes in length over all days from actigraphy,Sleep duration (i.e. total sleep time) is the interval between sleep onset and sleep offset time while asleep.,numeric,minutes per day,,PdyDurSp_in_w7_npge15_f2,,,
Sleep Monitoring/Actigraphy,sawa78,Average daily start time of rest period in main sleep over all days from actigraphy,"Rest period is the interval between the start and end of the rest interval, used in actigraphy.<br><br>This variable is similar to sawa37; however sawa37 is calculated based on data generated by Actiware software before data optimization. ",time,,,AvgBptRs_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa79,Standard deviation of the daily start time of rest period in main sleep over all days from actigraphy,"Rest period is the interval between the start and end of the rest interval, used in actigraphy.<br><br>This variable is similar to sawa38; however, sawa38 is calculated based on data generated by Actiware software before data optimization.  ",time,,,StdBptRs_im_w7_f2,,,
Sleep Monitoring/Actigraphy/Administrative,sawa8,Was sleep journal received?,,numeric,,,,,,
Sleep Monitoring/Actigraphy,sawa80,Average daily sleep onset time across all days from actigraphy,"This variable is similar to variable SAWA41; however, SAWA41 is calculated based on data generated by Actiware software before data optimization",time,,,AvgBptSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa81,Standard deviation of the daily sleep onset time across all days from actigraphy,This variable is similar to variable sawa42; however sawa42 is calculated based on data generated by Actiware software before data optimization.  ,time,,,StdBptSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa41,Average daily sleep onset time across all days from actigraphy,"This variable is similar to variable SAWA80; however, SAWA41 is calculated based on data generated by Actiware software before data optimization",time,,,AvgBptSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa82,Average daily sleep offset time across all days from actigraphy,,time,,,AvgEptSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa83,Standard deviation of daily sleep offset time across all days from actigraphy,,time,,,StdEptSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa84,Average daily end time of rest period in main sleep over all days from actigraphy,"Rest period is the interval between the start and end of the rest interval, used in actigraphy.",time,,,AvgEptRs_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa85,Standard deviation of daily end time of rest period in main sleep over all days from actigraphy,"Rest period is the interval between the start and end of the rest interval, used in actigraphy.",time,,,StdEptRs_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa86,Average daily mid-point of rest period in main sleep over all days from actigraphy,"Rest period is the interval between the start and end of the rest interval, used in actigraphy.",time,,,AvgMptRs_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa87,Standard deviation of daily mid-point time of rest period in main sleep over all days from actigraphy,"Rest period is the interval between the start and end of the rest interval, used in actigraphy.",time,,,StdMptRs_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa88,Average daily mid-point for sleep period across all days from actigraphy,Sleep period is the interval between sleep onset and sleep offset time.,time,,,AvgMptSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa89,Standard deviation of the daily mid-point for sleep period across all days from actigraphy,Sleep period is the interval between sleep onset and sleep offset time.,time,,,StdMptSp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa9,Total number of valid days over all days from actigraphy,The number of valid 24 hour intervals that meet minimum quality criteria.,numeric,,,TtlDayVa_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa90,"Average whte light time above 1,000 microwatts per square centimeter threshold over 24-hour periods across all days from actigraphy",,numeric,minutes,,AvgTalLw_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa91,"Average blue light time above 1,000 microwatts per square centimeter threshold over 24-hour periods across all days from actigraphy",,numeric,minutes,,AvgTalLb_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa92,"Average green light time above 1,000 microwatts per square centimeter threshold over 24-hour periods across all days from actigraphy",,numeric,minutes,,AvgTalLg_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa93,"Average red light time above 1,000 microwatts per square centimeter threshold over 24-hour periods across all days from actigraphy",,numeric,minutes,,AvgTalLr_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,sawa94,Total number of rest in 24 hours (including main rest intervals and naps) end on a calendar Monday through Friday from actigraphy,,numeric,days,,TtlNumRd_ib_wf_f2,,,
Sleep Monitoring/Actigraphy,sawa95,Average daily total sleep duration in main sleep and naps combined on weekdays from actigraphy,Sleep duration (i.e. total sleep time) is the interval between sleep onset and sleep offset time while asleep.,numeric,minutes,,AvgDurSp_ib_w5_f2,,,
Sleep Monitoring/Actigraphy,sawa96,Standard deviation of daily total sleep duration in 24 hours (including main rest intervals and naps) on weekdays from actigraphy,Sleep duration (i.e. total sleep time) is the interval between sleep onset and sleep offset time while asleep.,numeric,minutes,,StdDurSp_ib_w5_f2,,,
Sleep Monitoring/Actigraphy,sawa97,Average daily rest period in main sleep on weekdays from actigraphy,"Rest period is the interval between the start and end of the rest interval, used in actigraphy.",numeric,minutes,,AvgPrdRs_im_w5_f2,,,
Sleep Monitoring/Actigraphy,sawa98,Standard deviation of daily rest period in main sleep on weekdays from actigraphy,"Rest period is the interval between the start and end of the rest interval, used in actigraphy.",numeric,minutes,,StdPrdRs_im_w5_f2,,,
Sleep Monitoring/Actigraphy,sawa99,Average daily sleep period on weekdays from actigraphy,"Sleep period is the interval between sleep onset and sleep offset time.<br><br>This variable is similar to sawa32; however, sawa32 is derived from Actiware variable sawa18 before data optimization.",numeric,minutes,,AvgPrdSp_im_w5_f2,,,
Sleep Questionnaires/Sleep Disorder,sbd5,Sleep Apnea Syndrome (Apnea/Hypopnea Index (3% desat)>=5 & ESS>=10),,choices,,noyes01,,,,
Clinical Data/Diagnostic Studies/Neurocognitive,sevlt_3trials,"SEVTL, Sum of 3 Trials (NEEA8=10)",This variable is the sum of the scores of the first 3 trials of the SEVLT test. Only defined for participants who took a neurocognitive assessment (NEE form).,numeric,,,,,,
